Legal Entity Name,"Organization
Marketing Name","Contract
Number","Organization
Type",Plan Type,"Contract
Effective
Date",Tax Status,"Parent
Organization","CMS
Region
Responsible",Enrollment,"Legal Entity
Street","Legal Entity
Street2","Legal Entity
City","Legal
Entity
State
Code","Legal
Entity
Zip","Directory
Contact Title","Directory
Contact Last
Name","Directory
Contact
First
Name","Directory
Contact
Middle
Initial","Directory
Contact
Phone","Directory
Contact
Phone
Ext","Directory
Contact Fax",Directory Contact Email,"Directory
Contact St
Address","Directory
Contact St
Address2","Directory
Contact City","Directory
Contact
State","Directory
Contact
Zip","Directory
Contact
Last
Update",contractId,planId,pbpStatus,lastUpdatedAt,retail_pharmacy_network,mail_order_1mo_supply,mail_order_3mo_supply,insulin_retail_1mo,insulin_mail_1mo,moop_lower,moop_intermediate,moop_mandatory
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,047,Submitted,8/7/2024 3:48:25 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,048,Submitted,8/7/2024 3:48:25 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,051,Submitted,8/7/2024 3:48:25 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,059,Submitted,8/7/2024 3:48:25 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,060,Submitted,8/7/2024 3:48:30 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,062,Submitted,8/7/2024 3:48:33 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,064,Submitted,8/7/2024 3:48:33 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,072,Submitted,8/7/2024 3:48:33 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,073,Submitted,8/7/2024 3:48:33 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,079,Submitted,8/7/2024 3:48:33 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,080,Submitted,8/7/2024 3:48:38 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,081,Submitted,8/7/2024 3:48:40 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,082,Submitted,8/7/2024 3:48:40 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,083,Submitted,8/7/2024 3:48:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,084,Submitted,8/7/2024 3:48:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,087,Submitted,8/7/2024 3:48:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,088,Submitted,8/7/2024 3:48:45 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,089,Submitted,8/7/2024 3:48:47 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,097,Submitted,8/7/2024 3:48:47 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,099,Submitted,8/7/2024 3:48:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,100,Submitted,8/7/2024 3:48:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,102,Submitted,8/7/2024 3:48:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,103,Submitted,8/7/2024 3:48:54 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,104,Submitted,8/7/2024 3:48:56 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,105,Submitted,8/7/2024 3:48:56 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,107,Submitted,8/7/2024 3:48:57 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,107,Submitted,8/7/2024 3:48:58 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,107,Submitted,8/7/2024 3:48:58 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,108,Submitted,8/7/2024 3:49:04 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,108,Submitted,8/7/2024 3:49:02 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,108,Submitted,8/7/2024 3:49:06 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,108,Submitted,8/7/2024 3:49:04 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,109,Submitted,8/7/2024 3:49:05 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,109,Submitted,8/7/2024 3:49:10 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,109,Submitted,8/7/2024 3:49:06 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,110,Submitted,8/7/2024 3:49:13 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,111,Submitted,8/7/2024 3:49:13 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,111,Submitted,8/7/2024 3:49:15 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,112,Submitted,8/7/2024 3:49:15 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,112,Submitted,8/7/2024 3:49:15 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,113,Submitted,7/18/2024 3:13:11 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,116,Submitted,8/7/2024 3:49:23 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,117,Submitted,8/7/2024 3:49:23 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,119,Submitted,8/7/2024 3:49:23 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,120,Submitted,8/7/2024 3:49:24 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,121,Submitted,8/7/2024 3:49:24 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,122,Submitted,8/7/2024 3:49:24 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,124,Submitted,8/7/2024 3:49:30 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,124,Submitted,8/7/2024 3:49:31 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,125,Submitted,8/7/2024 3:49:31 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
